O*NET-SOC Code,Title,Description,TopSkills,SkillImportance,SoftwareTools,HotTechFlags
41-9021.00,Real Estate Brokers,"Operate real estate office, or work for commercial real estate firm, overseeing real estate transactions. Other duties usually include selling real estate or renting properties and arranging loans.",Reading Comprehension|Active Listening|Speaking|Active Learning|Critical Thinking|Writing|Mathematics|Monitoring|Learning Strategies|Science,4.0|4.0|4.0|4.0|3.88|3.38|3.0|3.0|2.12|1.0,Showing Suite real estate software|Lease Cost Solutions LseMod|Property records databases|Google Earth Pro|Intuit QuickBooks|Domin-8 Enterprise Solutions Tenant Pro|Facebook|Microsoft Word|Adobe Photoshop|Yardi Systems Yardi Voyager Commercial|Real Estate Assistant REA|Web browser software|Property Boulevard|AppFolio Property Manager|Salesforce software,Y|N|N|N|N|N|Y|N|N|Y|N|N|Y|Y|Y
41-9022.00,Real Estate Sales Agents,"Rent, buy, or sell property for clients. Perform duties such as study property listings, interview prospective clients, accompany clients to property site, discuss conditions of sale, and draw up real estate contracts. Includes agents who represent buyer.",Active Listening|Speaking|Critical Thinking|Reading Comprehension|Writing|Active Learning|Mathematics|Monitoring|Learning Strategies|Science,4.0|4.0|3.62|3.38|3.25|3.25|3.0|3.0|2.5|1.0,OWL Bookkeeping for Realtors|Microsoft FrontPage|Power Real Estate Letters|Showing Suite HomeFeedback|SRC Cash Flow Analyzer Pro|ProForce Highlight Flyer Master|Moxi Works MoxiEngage|RealtyStar AgentOffice|Real Pro|Reveal Systems Truewire|Tax software|Yardi Systems Yardi Enterprise|Social media sites|Internet based MLS database software|Wheatworks Real Estate Calculator Suite,Y|N|N|Y|N|N|N|N|N|N|N|N|N|N|N
41-9031.00,Sales Engineers,"Sell business goods or services, the selling of which requires a technical background equivalent to a baccalaureate degree in engineering.",Speaking|Reading Comprehension|Active Listening|Critical Thinking|Writing|Active Learning|Mathematics|Learning Strategies|Monitoring|Science,4.12|4.0|4.0|4.0|3.75|3.75|3.0|3.0|2.88|2.12,Google Cloud software|Ansible software|Apache Cassandra|Oracle PeopleSoft|Ruby|Enterprise JavaBeans|Salesforce software|Dassault Systemes SolidWorks|Teradata Database|Google Workspace software|Microsoft Office software|RESTful API|UNIX|MicroStrategy Desktop|Firewall software,N|Y|Y|Y|Y|N|N|N|Y|Y|Y|Y|Y|Y|N
41-9041.00,Telemarketers,Solicit donations or orders for goods or services over the telephone.,Speaking|Active Listening|Reading Comprehension|Critical Thinking|Writing|Monitoring|Active Learning|Learning Strategies|Mathematics|Science,4.12|4.0|3.25|3.0|2.5|2.25|2.0|1.5|1.38|1.0,Softphone software|Microsoft Outlook|Remote access call center software|Salesforce software|Microsoft Dynamics|Database Systems Corp Telemation|Microsoft Excel|Microsoft Office software|Acarda Sales Technologies Acarda Outbound|Microsoft Word|Zoom|Microsoft PowerPoint|Automatic call distribution software,N|N|N|N|Y|Y|Y|Y|Y|N|Y|N|Y
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sell goods or services door-to-door or on the street.,Speaking|Active Listening|Reading Comprehension|Writing|Critical Thinking|Monitoring|Active Learning|Learning Strategies|Mathematics|Science,4.0|3.38|3.0|2.88|2.88|2.75|2.62|2.25|1.88|1.0,Web browser software|Route mapping software|Facebook|Microsoft Excel|Microsoft Office software,Y|Y|Y|N|N
41-9099.00,"Sales and Related Workers, All Other",All sales and related workers not listed separately.,,,,
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Directly supervise and coordinate the activities of clerical and administrative support workers.,Reading Comprehension|Active Listening|Speaking|Monitoring|Critical Thinking|Writing|Active Learning|Learning Strategies|Mathematics|Science,4.0|4.0|4.0|4.0|3.88|3.75|3.75|3.62|2.75|1.0,Blackboard software|LogMeIn GoToMeeting|Oracle PeopleSoft|Oracle Taleo|HCSS HeavyBid|Salesforce software|Tax software|Dropbox|Social media sites|Microsoft Dynamics GP|Screencastify|Microsoft Office software|Healthcare common procedure coding system HCPCS|Bookkeeping software|Oracle Fusion Applications,Y|N|Y|N|N|N|N|N|N|N|N|N|N|N|Y
43-2011.00,"Switchboard Operators, Including Answering Service","Operate telephone business systems equipment or switchboards to relay incoming, outgoing, and interoffice calls. May supply information to callers and record messages.",Active Listening|Speaking|Reading Comprehension|Monitoring|Writing|Critical Thinking|Active Learning|Learning Strategies|Mathematics|Science,4.0|3.88|3.0|2.88|2.75|2.75|2.5|2.0|1.88|1.0,Microsoft Access|M-Tech Hotel Service Optimization System HotSOS|IBM Notes|Microsoft Excel|Microsoft Office software|Microsoft Windows|Microsoft Word|SAP software|Microsoft PowerPoint|Microsoft Outlook,N|N|Y|Y|Y|Y|Y|Y|Y|Y
43-2021.00,Telephone Operators,"Provide information by accessing alphabetical, geographical, or other directories. Assist customers with special billing requests, such as charges to a third party and credits or refunds for incorrectly dialed numbers or bad connections. May handle emergency calls and assist children or people with physical disabilities to make telephone calls.",Active Listening|Speaking|Reading Comprehension|Critical Thinking|Monitoring|Writing|Active Learning|Learning Strategies|Mathematics|Science,4.0|4.0|3.0|3.0|2.75|2.25|2.25|2.0|1.88|1.0,Handheld computer device software|Microsoft Excel|Microsoft Office software|Microsoft Windows|Computer aided dispatch software|Microsoft Word|Video conference software|Microsoft PowerPoint|Microsoft Outlook,N|N|Y|Y|Y|Y|Y|Y|N
43-2099.00,"Communications Equipment Operators, All Other",All communications equipment operators not listed separately.,,,,
43-3011.00,Bill and Account Collectors,"Locate and notify customers of delinquent accounts by mail, telephone, or personal visit to solicit payment. Duties include receiving payment and posting amount to customer's account, preparing statements to credit department if customer fails to respond, initiating repossession proceedings or service disconnection, and keeping records of collection and status of accounts.",Active Listening|Speaking|Writing|Reading Comprehension|Critical Thinking|Monitoring|Active Learning|Mathematics|Learning Strategies|Science,3.88|3.88|3.25|3.12|3.12|3.0|2.88|2.62|2.12|1.0,Document management system software|Oracle JD Edwards EnterpriseOne|LexisNexis Banko|Columbia Ultimate Remit|ADS Advantage|Intuit QuickBooks|Microsoft Dynamics|Microsoft Word|LexisNexis|TCI XML Credit Interface|Quantrax Intelec|Austin Logistics CallSelect|Optical character recognition OCR software|Sage 50 Accounting|Diagnostic and procedural coding software,N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
43-3021.00,Billing and Posting Clerks,"Compile, compute, and record billing, accounting, statistical, and other numerical data for billing purposes. Prepare billing invoices for services rendered or for delivery or shipment of goods.",Reading Comprehension|Speaking|Active Listening|Writing|Mathematics|Critical Thinking|Monitoring|Active Learning|Learning Strategies|Science,3.75|3.12|3.0|3.0|3.0|3.0|3.0|2.62|2.12|1.0,Oracle JD Edwards EnterpriseOne|Accuity EPICWare|Intuit QuickBooks|Microsoft Dynamics|Allscripts Professional PM|HelpIT Systems addressIT|Microsoft Word|Check sorting control software|File management systems|Optical character recognition OCR software|Positive pay software|Sage 50 Accounting|Web browser software|IPS of Boston DoubleCheck|Medical billing software,N|N|N|N|N|N|N|N|N|N|Y|N|N|N|N
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Compute, classify, and record numerical data to keep financial records complete. Perform any combination of routine calculating, posting, and verifying duties to obtain primary financial data for use in maintaining accounting records. May also check the accuracy of figures, calculations, and postings pertaining to business transactions recorded by other workers.",Mathematics|Reading Comprehension|Active Listening|Critical Thinking|Writing|Speaking|Monitoring|Active Learning|Learning Strategies|Science,3.38|3.25|3.25|3.25|3.12|3.12|3.0|2.75|2.0|1.12,Sage 100 Contractor|Paisley AutoAudit|Blackbaud The Financial Edge|Oracle PeopleSoft|ATX Total Engagement Office|SAP Concur|HCSS HeavyBid|Financial compliance software|Tax software|Dropbox|ComputerEase construction accounting software|Microsoft Dynamics GP|General ledger software|Paisley Cardmap|Business performance management BPM software,N|N|N|N|N|N|N|N|Y|N|N|N|N|N|N
43-3041.00,Gambling Cage Workers,"In a gambling establishment, conduct financial transactions for patrons. Accept patron's credit application and verify credit references to provide check-cashing authorization or to establish house credit accounts. May reconcile daily summaries of transactions to balance books. May sell gambling chips, tokens, or tickets to patrons, or to other workers for resale to patrons. May convert gambling chips, tokens, or tickets to currency upon patron's request. May use a cash register or computer to record transaction.",Speaking|Active Listening|Mathematics|Reading Comprehension|Writing|Critical Thinking|Monitoring|Active Learning|Learning Strategies|Science,3.5|3.25|3.25|3.0|3.0|3.0|3.0|2.38|2.38|1.0,Microsoft Excel|Microsoft Office software|Microsoft Word|Corel WordPerfect Office Suite|Microsoft PowerPoint|Microsoft Outlook,N|Y|Y|Y|Y|Y
43-3051.00,Payroll and Timekeeping Clerks,"Compile and record employee time and payroll data. May compute employees' time worked, production, and commission. May compute and post wages and deductions, or prepare paychecks.",Reading Comprehension|Active Listening|Mathematics|Writing|Speaking|Critical Thinking|Monitoring|Active Learning|Learning Strategies|Science,3.88|3.75|3.25|3.12|3.12|3.12|3.0|2.75|2.25|1.0,Oracle JD Edwards EnterpriseOne|Paychex payroll software|UNITIME|WorkForce Software EmpCenter Time and Attendance|Payroll software|SAP Americas mySAP ERP Human Capital Management HCM|SAP Crystal Reports|Intuit QuickBooks|Microsoft Dynamics|Microsoft Word|Oracle PeopleSoft Payroll for North America|Oracle PeopleSoft|isolved Time|Sage 50 Accounting|PDS Vista,N|N|N|N|N|N|N|N|N|N|N|N|N|N|N
43-3061.00,Procurement Clerks,Compile information and records to draw up purchase orders for procurement of materials and services.,Reading Comprehension|Speaking|Active Listening|Critical Thinking|Writing|Monitoring|Active Learning|Mathematics|Learning Strategies|Science,4.0|4.0|3.88|3.75|3.62|3.62|3.25|3.0|2.38|1.0,Oracle Database|Oracle JD Edwards EnterpriseOne|Intuit QuickBooks|Microsoft Word|Oracle PeopleSoft|Web browser software|SAP software|Electronic data interchange EDI software|SAP Business Objects|Autotask|Microsoft Access|IBM Maximo Asset Management|Inventory tracking software|Microsoft Excel|Microsoft Office software,N|N|N|Y|N|Y|Y|Y|Y|Y|Y|Y|Y|Y|N
43-3071.00,Tellers,Receive and pay out money. Keep records of money and negotiable instruments involved in a financial institution's various transactions.,Active Listening|Speaking|Reading Comprehension|Critical Thinking|Monitoring|Writing|Mathematics|Active Learning|Learning Strategies|Science,3.5|3.25|3.12|3.12|3.12|3.0|3.0|2.88|2.25|1.0,Email software|Total Turnkey Solutions E-Vision|Jack Henry & Associates Vertex|Microsoft Exchange|Southern Data Systems TellerPro|Microsoft Dynamics|IBM Notes|Microsoft Excel|Information Technology Incorporated Premier Teller|Microsoft Office software|Microsoft Windows|Hyland Software OnBase|Microsoft Word|Microsoft PowerPoint|Microsoft Outlook,N|N|N|N|N|N|Y|N|Y|Y|Y|Y|Y|N|N
43-3099.00,"Financial Clerks, All Other",All financial clerks not listed separately.,,,,
43-4011.00,Brokerage Clerks,"Perform duties related to the purchase, sale, or holding of securities. Duties include writing orders for stock purchases or sales, computing transfer taxes, verifying stock transactions, accepting and delivering securities, tracking stock price fluctuations, computing equity, distributing dividends, and keeping records of daily transactions and holdings.",Active Listening|Speaking|Reading Comprehension|Critical Thinking|Writing|Monitoring|Mathematics|Active Learning|Learning Strategies|Science,3.88|3.88|3.75|3.38|3.12|3.12|3.0|3.0|2.62|1.0,Adobe Acrobat|Structured query language SQL|Microsoft Dynamics|Microsoft Word|Adobe Photoshop|Oracle PeopleSoft|Adobe Creative Cloud software|Web browser software|Adobe Illustrator|Salesforce software|HEAT Software GoldMine|Account management software|Microsoft Access|Royal Alliance VISION2020 Core|Microsoft Visual FoxPro,N|Y|Y|N|Y|Y|Y|N|N|Y|N|Y|Y|Y|Y
43-4021.00,Correspondence Clerks,"Compose letters or electronic correspondence in reply to requests for merchandise, damage claims, credit and other information, delinquent accounts, incorrect billings, or unsatisfactory services. Duties may include gathering data to formulate reply and preparing correspondence.",Writing|Reading Comprehension|Active Listening|Speaking|Critical Thinking|Monitoring|Mathematics|Active Learning|Learning Strategies|Science,4.0|3.75|3.75|3.5|3.38|2.88|2.75|2.75|2.62|1.25,Microsoft Access|Imaging software|Microsoft SharePoint|Electronic health record EHR software|Epic Systems|Microsoft Excel|Microsoft Office software|Microsoft Windows|Electronic data interchange EDI software|Microsoft Word|SAP software|GE Healthcare Centricity EMR|Microsoft PowerPoint|Microsoft Outlook|Healthcare common procedure coding system HCPCS,N|N|Y|N|N|N|Y|Y|Y|Y|Y|Y|Y|Y|Y
43-4031.00,"Court, Municipal, and License Clerks","Perform clerical duties for courts of law, municipalities, or governmental licensing agencies and bureaus. May prepare docket of cases to be called; secure information for judges and court; prepare draft agendas or bylaws for town or city council; answer official correspondence; keep fiscal records and accounts; issue licenses or permits; and record data, administer tests, or collect fees.",Active Listening|Speaking|Reading Comprehension|Writing|Critical Thinking|Monitoring|Active Learning|Learning Strategies|Mathematics|Science,3.88|3.75|3.25|3.12|3.12|3.0|2.75|2.38|2.12|1.0,Adobe Acrobat|Syscon Court Clerk|Microsoft Word|LexisNexis|Zoom|Abilis CORIS Offender Management System|IBM Judicial Enforcement Management System JEMS|Thomson Reuters Westlaw|Email software|Microsoft Access|Data Technologies Summit|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Spreadsheet applications,N|Y|N|N|N|N|N|N|Y|Y|Y|Y|Y|Y|N
43-4041.00,"Credit Authorizers, Checkers, and Clerks","Authorize credit charges against customers' accounts. Investigate history and credit standing of individuals or business establishments applying for credit. May interview applicants to obtain personal and financial data, determine credit worthiness, process applications, and notify customers of acceptance or rejection of credit.",Reading Comprehension|Active Listening|Speaking|Critical Thinking|Writing|Monitoring|Active Learning|Mathematics|Learning Strategies|Science,3.62|3.62|3.62|3.25|3.12|3.0|2.62|2.5|2.5|1.12,Email software|Financial accounting software|Microsoft Access|Web browser software|Microsoft Internet Explorer|Spreadsheet programs|Microsoft SharePoint|Structured query language SQL|Tableau|Microsoft Excel|Microsoft Office software|SAP software|Microsoft Word|Equifax software|Experian software,N|N|N|N|Y|Y|N|Y|Y|Y|Y|Y|Y|N|Y
